surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
yes,adult,38.1,60.0,63.0,cool,normal,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,decreased,distend_large,48.0,4.3,cloudy,3.4,yes,2205,0,0,yes
yes,adult,37.5,42.0,24.0,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.4,absent,distend_small,40.0,7.7,clear,3.4,yes,2208,0,0,yes
yes,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,distend_small,37.0,12.85,cloudy,1.0,no,3111,0,0,no
yes,adult,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,severe,slight,less_1_liter,2.0,absent,distend_large,75.0,12.85,clear,2.0,no,1400,0,0,yes
yes,adult,39.3,86.0,36.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,6.5,absent,distend_small,36.0,5.3,serosanguious,3.6,yes,31110,0,0,yes
no,adult,38.0,60.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,43.0,7.6,serosanguious,2.0,yes,2209,0,0,yes
yes,adult,38.0,48.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,5.0,decreased,distend_large,48.0,6.3,clear,3.7,yes,5400,0,0,yes
yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,no
no,adult,38.3,44.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,43.0,6.5,cloudy,5.0,no,2209,0,0,yes
no,adult,38.3,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,3.0,decreased,firm,49.0,7.5,clear,3.0,no,0,0,0,yes
yes,young,38.0,132.0,63.0,normal,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,54.0,7.5,cloudy,1.4,yes,7209,0,0,no
yes,adult,38.1,84.0,63.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_small,75.0,12.85,serosanguious,2.0,yes,2208,0,0,no
no,adult,36.7,48.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,34.0,6.5,clear,2.6,no,0,0,0,no
yes,adult,39.0,88.0,24.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.3,decreased,distend_small,64.0,6.7,serosanguious,2.6,yes,2206,0,0,yes
yes,adult,37.8,88.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,68.0,12.85,clear,1.0,no,2205,0,0,no
yes,young,38.0,128.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,4.2,absent,distend_small,35.0,7.2,serosanguious,4.5,yes,3025,0,0,yes
no,adult,38.5,44.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,firm,43.0,7.5,clear,7.75,no,0,0,0,yes
no,adult,39.80000000000001,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,57.0,8.1,serosanguious,4.5,yes,7400,0,0,yes
yes,adult,37.1,75.0,36.0,cool,reduced,pale_pink,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes,12208,0,0,yes
yes,adult,37.1,84.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,73.0,5.5,serosanguious,3.7,yes,5400,0,0,yes
yes,adult,38.3,54.0,10.0,normal,increased,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,decreased,other,48.0,7.2,serosanguious,3.3,no,5400,0,0,no
yes,adult,37.7,72.0,28.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,36.0,5.0,serosanguious,3.9,yes,3205,0,0,yes
yes,adult,38.5,72.0,28.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,75.0,12.85,clear,2.0,no,2111,0,0,yes
yes,adult,39.2,88.0,32.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.0,absent,distend_large,66.0,12.85,serosanguious,2.0,yes,4205,0,0,yes
yes,adult,38.8,66.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes
yes,adult,39.3,44.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,normal,distend_large,51.0,12.85,clear,2.0,yes,2206,0,0,no
yes,adult,37.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,slight,more_1_liter,2.0,decreased,normal,37.0,12.85,cloudy,2.0,no,2322,0,0,no
yes,adult,37.8,84.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_large,32.0,6.0,cloudy,4.3,yes,5206,0,0,no
yes,adult,37.8,72.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,52.0,12.85,serosanguious,2.0,yes,3205,0,0,no
yes,adult,38.7,88.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,46.0,12.85,cloudy,1.0,no,3205,0,0,no
no,adult,37.7,52.0,16.0,normal,normal,bright_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,5.7,normal,firm,28.0,6.5,clear,5.3,no,0,0,0,yes
yes,adult,38.0,72.0,30.0,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,3.5,normal,distend_large,37.0,4.5,serosanguious,3.5,yes,6209,0,0,yes
yes,adult,39.3,84.0,40.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,75.0,12.85,cloudy,2.0,no,1400,0,0,no
yes,adult,38.6,54.0,14.0,normal,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,7.0,increased,normal,38.0,6.3,clear,3.9,yes,5400,0,0,yes
yes,adult,38.4,80.0,24.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.5,absent,distend_small,52.0,6.5,serosanguious,4.3,yes,4205,0,0,no
no,adult,37.5,108.0,16.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.4,absent,distend_large,54.0,7.5,cloudy,4.7,yes,11300,0,0,yes
no,adult,38.6,100.0,63.0,normal,reduced,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,52.0,12.85,serosanguious,2.0,yes,3205,0,0,no
no,adult,38.1,112.0,24.0,cold,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,60.0,7.5,cloudy,2.6,no,2300,0,0,yes
yes,adult,38.1,84.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.4,increased,distend_small,33.0,7.4,serosanguious,1.3,yes,2112,0,0,yes
yes,adult,37.5,72.0,30.0,cold,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,normal,distend_large,52.0,12.85,serosanguious,2.0,yes,3205,0,0,no
yes,adult,38.6,40.0,24.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,42.0,6.6,cloudy,2.0,yes,31110,0,0,yes
yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes,31110,0,0,no
no,adult,38.0,80.0,30.0,warm,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,45.0,8.1,serosanguious,2.2,no,3207,0,0,yes
yes,adult,39.2,108.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,distend_small,moderate,significant,more_1_liter,2.0,absent,distend_small,55.0,12.85,serosanguious,2.0,yes,3209,0,0,no
yes,adult,38.5,88.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.5,absent,distend_small,47.0,7.5,cloudy,4.5,yes,3205,0,0,no
yes,adult,39.80000000000001,60.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,4.5,absent,normal,46.0,7.2,serosanguious,2.6,yes,1400,0,0,no
yes,adult,37.6,88.0,20.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,3.0,normal,distend_small,68.0,7.2,serosanguious,4.1,yes,2205,0,0,no
no,adult,38.0,40.0,28.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,4.5,increased,firm,49.0,7.2,clear,5.0,no,0,0,0,no
no,adult,37.8,52.0,16.0,warm,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,normal,distend_small,52.0,7.5,cloudy,2.0,no,4206,0,0,yes
no,adult,38.3,54.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.0,decreased,firm,36.0,6.6,clear,3.5,no,0,0,0,yes
yes,adult,38.6,60.0,16.0,warm,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,4.0,absent,distend_large,39.0,12.85,serosanguious,2.0,yes,3207,0,0,yes
yes,adult,36.599999999999994,84.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,more_1_liter,2.0,decreased,distend_large,37.5,12.85,serosanguious,1.0,yes,7111,0,0,no
yes,adult,38.2,52.0,12.0,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,decreased,distend_small,45.0,8.6,serosanguious,3.6,yes,2206,0,0,yes
yes,adult,39.2,98.0,28.0,cold,reduced,normal_pink,less_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,65.0,12.85,cloudy,2.0,yes,2205,0,0,no
yes,adult,38.4,60.0,40.0,warm,normal,pale_pink,less_3_sec,severe_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,50.0,4.7,serosanguious,4.1,yes,2208,0,0,yes
no,adult,37.8,44.0,12.0,cool,reduced,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,6.5,normal,normal,34.0,12.85,clear,1.0,no,3111,0,0,yes
yes,adult,38.5,88.0,12.0,warm,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,40.0,6.6,serosanguious,3.2,yes,2208,0,0,yes
no,adult,37.2,88.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,significant,less_1_liter,4.0,absent,distend_small,45.0,5.5,serosanguious,4.3,yes,2208,0,0,yes
yes,adult,39.80000000000001,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,3205,0,0,no
no,adult,37.7,84.0,20.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.0,absent,distend_small,52.0,6.0,serosanguious,3.9,yes,2209,0,0,no
yes,adult,37.4,54.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,3.0,increased,distend_large,44.0,6.1,serosanguious,2.6,yes,2113,0,0,no
yes,adult,38.4,124.0,40.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.5,normal,distend_small,57.0,8.5,serosanguious,7.0,no,2112,0,0,yes
no,young,39.80000000000001,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.3,absent,distend_small,50.0,8.1,serosanguious,7.0,no,4205,0,0,yes
no,adult,38.3,52.0,20.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,slight,more_1_liter,5.4,normal,normal,43.0,6.4,clear,7.2,no,0,0,0,yes
yes,adult,38.2,48.0,32.0,normal,reduced,bright_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,3.0,decreased,other,47.0,7.5,cloudy,2.6,yes,3113,0,0,no
yes,adult,38.2,66.0,12.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_small,30.0,6.6,cloudy,3.6,yes,31110,0,0,yes
yes,adult,37.9,92.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,normal,distend_large,65.0,12.85,serosanguious,2.0,yes,3205,0,0,no
no,adult,38.0,44.0,16.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,normal,33.0,12.85,clear,3.4,no,2300,0,0,yes
yes,adult,38.0,88.0,20.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,65.0,12.85,serosanguious,1.0,no,2209,0,0,no
no,adult,38.4,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.5,decreased,normal,59.0,8.2,cloudy,2.6,no,4300,0,0,yes
yes,adult,37.2,68.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,7.0,decreased,distend_large,48.0,8.6,serosanguious,6.3,yes,4205,0,0,yes
yes,adult,38.0,129.0,30.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,64.0,12.85,serosanguious,2.0,no,1400,0,0,no
yes,adult,38.0,112.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,4.4,decreased,distend_large,60.0,6.1,cloudy,2.8,yes,4205,3111,2209,yes
no,adult,38.6,48.0,32.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,6.5,absent,other,49.0,7.3,clear,2.0,no,3111,0,0,yes
yes,adult,38.5,96.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,63.0,6.7,serosanguious,3.4,yes,2208,0,0,no
yes,adult,38.5,64.0,36.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.0,absent,distend_small,48.0,7.5,serosanguious,2.0,yes,2208,0,0,no
no,adult,37.2,108.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,53.0,12.85,serosanguious,2.0,no,2208,0,0,no
yes,adult,38.5,86.0,51.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,severe,slight,more_1_liter,2.0,absent,distend_small,65.0,12.85,serosanguious,2.0,yes,2205,0,0,no
yes,adult,37.5,60.0,30.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,absent,distend_small,35.0,6.0,cloudy,2.0,yes,2209,0,0,no
yes,adult,38.3,112.0,14.0,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,2208,0,0,no
no,adult,39.80000000000001,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,57.0,7.4,serosanguious,4.5,yes,2205,0,0,yes
yes,adult,38.2,76.0,20.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,46.0,12.85,clear,2.0,yes,3205,0,0,yes
yes,adult,36.599999999999994,100.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,5.5,absent,distend_large,57.0,7.5,serosanguious,2.0,yes,2205,0,0,no
yes,adult,38.6,68.0,14.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,3.0,absent,distend_small,50.0,7.5,serosanguious,3.6,yes,2124,0,0,yes
no,adult,38.4,150.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,48.0,6.5,serosanguious,2.0,no,1400,0,0,no
yes,adult,36.599999999999994,114.0,36.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,6.5,normal,normal,45.0,7.5,cloudy,1.3,yes,11400,0,0,no
yes,young,39.8,120.0,20.0,cold,absent,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,36.0,4.9,serosanguious,5.0,yes,2205,0,0,no
yes,adult,39.80000000000001,64.0,36.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.0,decreased,distend_small,41.0,12.85,serosanguious,2.0,yes,2209,0,0,no
no,adult,38.3,130.0,52.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.5,decreased,distend_small,63.0,7.5,serosanguious,3.9,yes,3205,0,0,no
yes,adult,38.3,88.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,53.0,12.85,cloudy,2.0,no,3205,0,0,no
yes,adult,38.4,132.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,absent,distend_small,69.0,8.6,serosanguious,4.8,yes,2112,0,0,no
yes,adult,38.0,104.0,24.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,41.0,12.85,serosanguious,2.0,yes,2205,0,0,yes
yes,adult,38.6,72.0,30.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,4.5,absent,distend_small,45.0,6.2,cloudy,3.3,yes,2208,0,0,yes
yes,adult,39.3,60.0,16.0,cool,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.0,absent,distend_small,37.0,4.7,serosanguious,3.4,yes,7111,0,0,yes
yes,adult,38.3,96.0,36.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,65.0,12.85,serosanguious,2.0,yes,3205,0,0,yes
yes,adult,38.5,66.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.5,decreased,distend_small,44.0,7.6,cloudy,4.3,yes,2112,0,0,yes
yes,adult,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,normal,distend_small,39.0,6.6,cloudy,4.2,no,2205,0,0,yes
yes,young,39.4,114.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.4,decreased,distend_small,50.0,7.0,serosanguious,3.9,yes,2209,0,0,yes
no,adult,38.6,50.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,3.0,decreased,firm,43.0,7.5,cloudy,2.6,no,3111,0,0,yes
yes,adult,39.3,129.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,57.0,12.85,serosanguious,2.0,yes,2113,0,0,yes
yes,adult,37.1,96.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,41.0,12.85,serosanguious,2.0,yes,2205,0,0,no
yes,adult,38.2,76.0,24.0,cool,normal,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,75.0,12.85,clear,2.0,yes,2112,0,0,no
yes,adult,37.9,50.0,16.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,38.0,6.6,clear,3.0,yes,3115,0,0,no
yes,adult,38.1,66.0,16.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_small,50.0,6.7,serosanguious,3.6,yes,2124,0,0,no
no,adult,38.0,54.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,more_1_liter,5.0,normal,distend_large,42.0,6.6,clear,5.0,no,0,0,0,yes
yes,adult,37.7,84.0,32.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,decreased,distend_small,75.0,12.85,serosanguious,1.0,no,0,0,0,no
yes,adult,38.2,64.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.4,decreased,distend_small,47.0,7.4,cloudy,3.4,yes,2209,0,0,no
yes,adult,38.0,86.0,24.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_large,55.0,12.85,cloudy,1.0,no,7209,0,0,no
yes,adult,38.1,52.0,24.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,54.0,7.5,clear,2.0,yes,2112,0,0,no
no,adult,38.3,52.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.5,decreased,firm,35.0,6.5,cloudy,5.0,no,0,0,0,yes
no,adult,39.1,88.0,32.0,normal,normal,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,7.0,absent,distend_small,68.0,7.0,clear,3.6,yes,2206,0,0,no
yes,adult,38.3,60.0,18.0,normal,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,3.0,absent,distend_small,43.0,8.1,clear,3.6,yes,2124,0,0,yes
yes,adult,36.599999999999994,108.0,30.0,cool,reduced,normal_pink,less_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_large,66.0,12.85,serosanguious,2.0,yes,11400,0,0,yes
yes,adult,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47.0,7.0,clear,3.6,yes,2209,0,0,yes
yes,adult,37.2,96.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,52.0,12.85,serosanguious,2.0,yes,2209,0,0,no
no,adult,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,48.0,8.5,clear,1.3,no,2113,0,0,yes
yes,adult,39.6,66.0,14.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,44.0,6.5,cloudy,2.6,yes,2208,0,0,no
yes,young,38.8,84.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,increased,normal,47.0,8.0,cloudy,3.9,yes,7111,0,0,no
yes,adult,38.5,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,52.0,6.4,serosanguious,4.9,yes,9400,0,0,no
yes,adult,38.1,66.0,20.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,4.3,normal,distend_large,45.0,7.5,cloudy,2.6,yes,6111,0,0,yes
no,adult,39.4,86.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,12.85,cloudy,2.0,yes,3205,0,0,no
yes,adult,38.3,48.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.3,absent,distend_small,46.0,6.1,cloudy,2.6,yes,2205,0,0,no
no,adult,38.9,54.0,24.0,normal,normal,pale_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,7.0,normal,normal,49.0,8.5,cloudy,7.75,no,0,0,0,yes
yes,adult,38.2,130.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,decreased,normal,46.0,12.85,serosanguious,2.0,yes,5111,0,0,no
yes,adult,38.3,56.0,63.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,1.5,absent,distend_small,36.0,6.5,cloudy,3.6,yes,7111,0,0,yes
yes,adult,39.0,100.0,51.0,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2113,0,0,no
yes,adult,37.1,72.0,44.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_small,43.0,4.5,serosanguious,3.6,yes,2208,0,0,yes
yes,adult,38.0,86.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,65.0,7.6,serosanguious,3.4,yes,3205,0,0,no
no,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,slight,more_1_liter,2.0,decreased,distend_small,37.0,12.85,serosanguious,1.0,no,3111,0,0,no
yes,adult,38.4,84.0,32.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,moderate,slight,more_1_liter,7.0,decreased,firm,43.0,8.8,cloudy,5.3,yes,6111,0,0,yes
yes,adult,38.8,44.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,absent,distend_small,40.0,12.85,cloudy,2.0,yes,2209,0,0,yes
no,adult,38.5,52.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,distend_large,36.0,6.6,clear,5.0,no,0,0,0,yes
yes,adult,39.5,64.0,40.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,decreased,firm,39.0,6.5,cloudy,7.5,no,0,0,0,no
yes,adult,39.3,100.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2113,0,0,no
